,english,sentiment,vader_sentiment,blob_sentiment
11204,i_bow to the great dattopant thengadi ji on the special_occasion of his_birth centenary he will_always be_remembered for his_unwavering commitment to national_progress and welfare of our hardworking workers_who play a big role in india’s economic_growth,POSITIVE,POSITIVE,POSITIVE
11205,best_wishes for a_speedy recovery and good_health to president,POSITIVE,NEUTRAL,NEUTRAL
11206,the former_minister of gujarat_government suffered from death of shri rohitbhai patel the contribution to the social and industrial sector has remained unhappy pray_for the peace of the soul of the good and the family of the mourning_family,NEGATIVE,NEGATIVE,POSITIVE
11207,speaking_at the sco_summit,NEUTRAL,NEUTRAL,NEUTRAL
11208,diwali is_approaching inspired_by the festive spirit let_us spread brightness happiness and prosperity support indian talent localdiwali,POSITIVE,POSITIVE,POSITIVE
11209,father vallés endeared_himself to many especially in gujarat he_distinguished himself in diverse_areas such_as mathematics and gujarati literature_he was also passionate_about serving_society saddened_by his_demise may his_soul rest in peace,NEUTRAL,POSITIVE,POSITIVE
11210,i_urge to promote a_lot of localdiwali as_well as vocal_for local this will strengthen the local identity those_who make these stuff their diwali will also be illuminated the people of my country who are shedding sweating are_doing something new they are all responsible_for them,POSITIVE,POSITIVE,POSITIVE
11211,there_are also the largest pillars of village_poor and farmer self_reliant india_campaign and also the biggest beneficiary recently the farmers of uttar_pradesh are also going to be made by banaras and purvanchal their direct connectivity is to be_ensured from the market,POSITIVE,POSITIVE,POSITIVE
11212,connectivity has always_been the highest_priority of our government modern_infrastructure prepared in banaras living here and coming here is making life_easier not_only this this area is also becoming a model in the connectivity of waterways,POSITIVE,POSITIVE,POSITIVE
11213,from the cleanliness of the mother_ganga to health_services from road and infrastructure to tourism from electricity to sports and from farmer to village_poor benaras_has achieved new pace of development,POSITIVE,NEUTRAL,POSITIVE
11214,inaugurating_various development_works in varanasi,POSITIVE,NEUTRAL,NEUTRAL
11215,hearty_congratulations of the state s establishment_day to residents of uttarakhand this state touched the new_heights of such a development full of forward natural estate and natural_beauty on the path of progress,POSITIVE,POSITIVE,POSITIVE
11216,in varanasi_s development_journey an_important chapter is going to join at in the morning i will_inaugurate many projects through_video conferencing these include other_projects related to infrastructure with agriculture and tourism,NEUTRAL,POSITIVE,POSITIVE
11217,it is very_important to strengthen the logistics associated_with the sea to increase blue_economy s stake in self_reliant to reduce the expenses occurring on the logistics the country is increasing_rapidly in the direction of multimodal_connectivity connectingindia,POSITIVE,POSITIVE,NEUTRAL
11218,today the capacity of the ports is also being_increased in the maritime boundary of the country and the creation of new ports is also running_rapidly there_are about_thousand kilometers of water in the country efforts are being_made to try more and more in the development of the country connectingindia,POSITIVE,POSITIVE,POSITIVE
11219,the way gujarat has_given priority to port_led development by understanding his maritime_power in the last two_decades he is a matter of pride for every_gujarati during this period special_attention has_been given on the second projects of infrastructure and development in the coastal_areas of the state,POSITIVE,POSITIVE,NEUTRAL
11220,in gujarat there_is only four hundred kilometers in the road between the ro_packs ferry_service this connectivity of saurashtra is going to change the life of this region with a large business center surat,POSITIVE,NEUTRAL,POSITIVE
11221,demonetisation has_helped reduce black money increase tax compliance and formalization and given a boost to transparency these outcomes have_been greatly beneficial towards national_progress demolishingcorruption,POSITIVE,POSITIVE,POSITIVE
11222,went to advani_ji’s residence to wish_him on his_birthday it is always a_delight to spend_time with him for karyakartas like me advani_ji’s support and guidance remain invaluable his_contributions to nation_building are immense,POSITIVE,POSITIVE,NEUTRAL
11223,next_generation transport and infrastructure for gujarat connectingindia,POSITIVE,NEUTRAL,NEUTRAL
11224,congratulations to shri lk advaniji who_played a key_role in the development of the country with the bjp to the public very_much congratulations they are direct inspiration of the country s crores workers i_pray for their longevity and healthy_life,POSITIVE,POSITIVE,POSITIVE
11225,heartiest_congratulations your success is pathbreaking and a matter of immense_pride not_just for your chittis but_also for all indian americans i_am confident_that the vibrant india us ties will get even_stronger with your support and leadership,POSITIVE,POSITIVE,POSITIVE
11226,congratulations on your spectacular_victory as the vp your contribution to strengthening indo_us relations was critical and invaluable i_look forward to working_closely together once_again to take india us_relations to greater_heights,POSITIVE,POSITIVE,NEUTRAL
11227,the ro pax ferry_service will improve ‘ease_of living’ and boost_economic prosperity here’s_how the ferry looks an evening before the launch,POSITIVE,POSITIVE,NEUTRAL
11228,kudos to the bright_youngsters immersed_in powering india’s sweet revolution what they are_doing today will help our future,POSITIVE,POSITIVE,POSITIVE
11229,tomorrow s day is very_important for gujarat surat and saurashtra are_going to join the waterway at_o clock in the morning i will_inaugurate the ro_packs ferry_service between hazira through_video conferencing while it will save time and fuel business and industry will get more speed,POSITIVE,POSITIVE,POSITIVE
11230,i_congratulate and india s space_industry for the successful_launch of pslv_c eos mission today in the time of covid our scientists overcame many constraints to meet the deadline,POSITIVE,NEUTRAL,POSITIVE
11231,my_address at the annual_convocation of,NEUTRAL,NEUTRAL,NEUTRAL
11232,today five_years ago india took a historic step_towards ensuring the well_being of our great soldiers who_courageously protect our_nation yearsoforop is a momentous_occasion india waited for orop for_decades i salute our_veterans for their remarkable service,POSITIVE,POSITIVE,POSITIVE
11233,in the bihar_assembly elections there_is a third and last_phase of voting i request all the voters to become a partner in this holy_festival of democracy and create a new record of voting and yes wear_masks and even care of social_distensing,POSITIVE,POSITIVE,POSITIVE
11234,thanks prime_minister for the productive_exchange of opinions during our virtual_meeting today we discussed all aspects concerning the increasing cooperation_between india and italy,POSITIVE,POSITIVE,POSITIVE
11235,thank_you pm for the productive_exchange of views_during our virtual_summit today we reviewed all aspects of the growing india italy cooperation i share your ambition for taking our partnership to new_heights in the post_covid world,POSITIVE,POSITIVE,NEUTRAL
11236,looking_forward to address the annual_convocation of at_am tomorrow congratulations to all the graduating students and their_parents teachers as_well as the support staff on this_momentous occasion india is proud of iit delhi’s rich_contributions to our_nation,POSITIVE,POSITIVE,POSITIVE
11237,speaking_at the india italy virtual_summit with pm,NEUTRAL,NEUTRAL,NEUTRAL
11238,an_exciting period of progress awaits come be a part of this journey come invest_in india,POSITIVE,POSITIVE,NEUTRAL
11239,india_offers vibrant opportunities in sectors_like agriculture technology and human resource development,POSITIVE,POSITIVE,POSITIVE
11240,india’s_diversity is our strength in one nation there_are many markets many_opportunities to be harnessed,POSITIVE,POSITIVE,POSITIVE
11241,building a new india free from the problematic old practices,POSITIVE,POSITIVE,POSITIVE
11242,through the fight_against the global_pandemic the world saw india’s strengths such_as a sense of responsibility a spirit of compassion national_unity the spark of innovation,POSITIVE,POSITIVE,NEUTRAL
